Order Date,Ship Date,Ship Mode,Segment,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Delivery Days,Unit Cost,Order Month,Order Month Name,Order Year
11/27/2017,12/2/2017,Standard Class,Consumer,North Carolina,28806,South,Office Supplies,Appliances,43.584,1,0.2,4.3584,5,39.2256,11,November,2017
6/21/2014,6/21/2014,Same Day,Consumer,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312,0,2.7456,6,June,2014
6/21/2014,6/21/2014,Same Day,Consumer,Colorado,81001,West,Office Supplies,Binders,25.164,2,0.7,-16.776,0,20.97,6,June,2014
1/21/2017,1/27/2017,Standard Class,Home Office,Michigan,49201,Central,Office Supplies,Binders,14.4,5,0,7.056,6,1.4688,1,January,2017
1/21/2017,1/27/2017,Standard Class,Home Office,Michigan,49201,Central,Technology,Accessories,619.95,5,0,111.591,6,101.6718,1,January,2017
1/21/2017,1/27/2017,Standard Class,Home Office,Michigan,49201,Central,Office Supplies,Binders,89.52,4,0,42.0744,6,11.8614,1,January,2017
1/21/2017,1/27/2017,Standard Class,Home Office,Michigan,49201,Central,Technology,Machines,350.973,3,0.1,152.0883,6,66.2949,1,January,2017
1/21/2017,1/27/2017,Standard Class,Home Office,Michigan,49201,Central,Technology,Phones,164.99,1,0,49.497,6,115.493,1,January,2017
6/29/2017,7/6/2017,Standard Class,Consumer,California,90004,West,Office Supplies,Binders,312.552,9,0.2,101.5794,7,23.4414,6,June,2017
9/6/2016,9/11/2016,Standard Class,Consumer,North Carolina,27360,South,Office Supplies,Envelopes,95.952,3,0.2,29.985,5,21.989,9,September,2016
9/6/2016,9/11/2016,Standard Class,Consumer,North Carolina,27360,South,Office Supplies,Binders,3.204,2,0.7,-2.4564,5,2.8302,9,September,2016
8/4/2016,8/5/2016,First Class,Consumer,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,1,2.1094,8,August,2016
11/12/2015,11/14/2015,First Class,Corporate,California,90032,West,Office Supplies,Paper,15.7,5,0,7.065,2,1.727,11,November,2015
6/30/2014,7/2/2014,First Class,Consumer,Illinois,60653,Central,Office Supplies,Art,5.248,4,0.2,1.64,2,0.902,6,June,2014
12/4/2017,12/8/2017,Standard Class,Consumer,Pennsylvania,19134,East,Office Supplies,Binders,5.346,3,0.7,-4.455,4,3.267,12,December,2017
8/28/2016,9/2/2016,Standard Class,Consumer,Colorado,80112,West,Office Supplies,Paper,15.48,3,0.2,5.6115,5,3.2895,8,August,2016
8/28/2016,9/2/2016,Standard Class,Consumer,Colorado,80112,West,Technology,Phones,108.576,3,0.2,8.1432,5,33.4776,8,August,2016
1/22/2016,1/28/2016,Standard Class,Corporate,Washington,98115,West,Furniture,Furnishings,109.9,5,0,37.366,6,14.5068,1,January,2016
10/15/2014,10/20/2014,Standard Class,Consumer,Florida,33012,South,Furniture,Furnishings,15.384,1,0.2,4.0383,5,11.3457,10,October,2014
2/7/2016,2/9/2016,First Class,Consumer,Ohio,43130,East,Office Supplies,Paper,30.352,2,0.2,10.6232,2,9.8644,2,February,2016
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Technology,Machines,821.3,4,0.5,-16.426,5,209.4315,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Technology,Machines,22638.48,6,0.5,-1811.0784,5,4074.9264,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Office Supplies,Paper,21.376,4,0.2,7.4816,5,3.4736,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Office Supplies,Art,8.016,3,0.2,1.002,5,2.338,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Furniture,Furnishings,30.768,2,0.2,8.0766,5,11.3457,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,5,4.3395,3,March,2014
3/18/2014,3/23/2014,Standard Class,Home Office,Florida,32216,South,Furniture,Furnishings,122.352,3,0.2,15.294,5,35.686,3,March,2014
5/24/2014,5/30/2014,Standard Class,Consumer,Maryland,21215,East,Office Supplies,Paper,116.28,3,0,56.9772,6,19.7676,5,May,2014
7/11/2017,7/13/2017,Second Class,Consumer,New York,10009,East,Technology,Accessories,132.6,6,0,17.238,2,19.227,7,July,2017
6/16/2017,6/21/2017,Standard Class,Home Office,New Mexico,88220,West,Office Supplies,Supplies,16.68,2,0,4.3368,5,6.1716,6,June,2017
6/16/2017,6/21/2017,Standard Class,Home Office,New Mexico,88220,West,Office Supplies,Paper,19.44,3,0,9.3312,5,3.3696,6,June,2017
6/16/2017,6/21/2017,Standard Class,Home Office,New Mexico,88220,West,Office Supplies,Paper,192.16,4,0,92.2368,5,24.9808,6,June,2017
1/30/2015,2/6/2015,Standard Class,Consumer,California,90049,West,Furniture,Furnishings,227.36,7,0,81.8496,7,20.7872,1,January,2015
1/30/2015,2/6/2015,Standard Class,Consumer,California,90049,West,Technology,Machines,1919.976,3,0.2,215.9973,7,567.9929,1,January,2015
12/11/2015,12/15/2015,Standard Class,Consumer,Florida,32216,South,Office Supplies,Binders,12.828,2,0.7,-8.9796,4,10.9038,12,December,2015
10/9/2017,10/11/2017,First Class,Corporate,Ohio,44107,East,Furniture,Furnishings,45.888,4,0.2,9.1776,2,9.1776,10,October,2017
7/29/2017,8/1/2017,Second Class,Consumer,New York,12180,East,Office Supplies,Art,60.12,9,0,22.2444,3,4.2084,7,July,2017
4/25/2014,4/29/2014,Standard Class,Consumer,North Carolina,28403,South,Technology,Phones,302.376,3,0.2,37.797,4,88.193,4,April,2014
12/1/2015,12/6/2015,Standard Class,Home Office,Washington,98105,West,Office Supplies,Art,13.9,5,0,5.56,5,1.668,12,December,2015
12/4/2014,12/8/2014,Standard Class,Corporate,New York,10024,East,Technology,Phones,129.98,2,0,62.3904,4,33.7948,12,December,2014
8/26/2017,9/1/2017,Standard Class,Home Office,Georgia,31907,South,Technology,Accessories,71.98,2,0,15.1158,6,28.4321,8,August,2017
9/7/2014,9/13/2014,Standard Class,Consumer,New York,10024,East,Technology,Phones,377.97,3,0,109.6113,6,89.4529,9,September,2014
12/21/2017,12/27/2017,Standard Class,Consumer,California,92627,West,Office Supplies,Storage,124.36,2,0,33.5772,6,45.3914,12,December,2017
12/6/2014,12/8/2014,Second Class,Consumer,Texas,77095,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,2,12.7872,12,December,2014
11/4/2014,11/8/2014,Second Class,Corporate,North Carolina,27511,South,Office Supplies,Fasteners,8.376,3,0.2,2.7222,4,1.8846,11,November,2014
11/4/2014,11/8/2014,Second Class,Corporate,North Carolina,27511,South,Office Supplies,Appliances,58.24,5,0.2,5.096,4,10.6288,11,November,2014
4/14/2016,4/19/2016,Second Class,Consumer,Virginia,22304,South,Office Supplies,Storage,81.2,5,0,12.18,5,13.804,4,April,2016
10/4/2014,10/8/2014,Standard Class,Consumer,California,94591,West,Office Supplies,Labels,14.45,5,0,6.7915,4,1.5317,10,October,2014
10/4/2014,10/8/2014,Standard Class,Consumer,California,94591,West,Office Supplies,Binders,95.648,2,0.2,31.0856,4,32.2812,10,October,2014
11/7/2017,11/13/2017,Standard Class,Consumer,Pennsylvania,19120,East,Technology,Phones,359.97,5,0.4,-71.994,6,86.3928,11,November,2017
11/7/2017,11/13/2017,Standard Class,Consumer,Pennsylvania,19120,East,Furniture,Tables,350.352,4,0.4,-140.1408,6,122.6232,11,November,2017
12/22/2017,12/24/2017,First Class,Consumer,Ohio,43615,East,Office Supplies,Binders,1.641,1,0.7,-1.3128,2,2.9538,12,December,2017
12/22/2017,12/24/2017,First Class,Consumer,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937,2,76.4949,12,December,2017
2/13/2017,2/19/2017,Standard Class,Consumer,Washington,98105,West,Office Supplies,Art,6.63,3,0,1.7901,6,1.6133,2,February,2017
2/13/2017,2/19/2017,Standard Class,Consumer,Washington,98105,West,Technology,Accessories,799.96,4,0,343.9828,6,113.9943,2,February,2017
2/13/2017,2/19/2017,Standard Class,Consumer,Washington,98105,West,Furniture,Furnishings,107.53,1,0,21.506,6,86.024,2,February,2017
7/2/2014,7/6/2014,Standard Class,Consumer,New Jersey,7060,East,Technology,Phones,73.98,2,0,19.9746,4,27.0027,7,July,2014
7/2/2014,7/6/2014,Standard Class,Consumer,New Jersey,7060,East,Office Supplies,Art,5.58,1,0,2.1762,4,3.4038,7,July,2014
2/21/2015,2/23/2015,Second Class,Consumer,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0,23.0864,2,6.5084,2,February,2015
11/13/2015,11/19/2015,Standard Class,Consumer,Delaware,19711,East,Technology,Phones,377.97,3,0,94.4925,6,94.4925,11,November,2015
11/13/2015,11/19/2015,Standard Class,Consumer,Delaware,19711,East,Office Supplies,Paper,42.28,7,0,19.8716,6,3.2012,11,November,2015
11/13/2015,11/19/2015,Standard Class,Consumer,Delaware,19711,East,Furniture,Bookcases,299.97,3,0,56.9943,6,80.9919,11,November,2015
11/13/2015,11/19/2015,Standard Class,Consumer,Delaware,19711,East,Technology,Phones,89.98,2,0,43.1904,6,23.3948,11,November,2015
4/16/2017,4/18/2017,First Class,Corporate,Alabama,35244,South,Office Supplies,Supplies,477.24,4,0,9.5448,2,116.9238,4,April,2017
4/16/2017,4/18/2017,First Class,Corporate,Alabama,35244,South,Technology,Accessories,25.98,2,0,1.5588,2,12.2106,4,April,2017
2/25/2016,2/27/2016,Second Class,Consumer,Ohio,43055,East,Office Supplies,Envelopes,46.72,5,0.2,17.52,2,5.84,2,February,2016
11/4/2014,11/8/2014,Standard Class,Consumer,California,92037,West,Furniture,Furnishings,35.34,2,0,13.4292,4,10.9554,11,November,2014
6/20/2015,6/25/2015,Second Class,Corporate,California,94122,West,Furniture,Furnishings,257.64,6,0,100.4796,5,26.1934,6,June,2015
6/20/2015,6/25/2015,Second Class,Corporate,California,94122,West,Technology,Phones,125.976,3,0.2,47.241,5,26.245,6,June,2015
8/7/2017,8/11/2017,Second Class,Consumer,North Carolina,28540,South,Technology,Accessories,79.992,1,0.2,21.9978,4,57.9942,8,August,2017
5/12/2014,5/17/2014,Standard Class,Consumer,Massachusetts,2038,East,Furniture,Tables,700.056,3,0.3,-130.0104,5,276.6888,5,May,2014
11/22/2015,11/26/2015,Standard Class,Home Office,Texas,75034,Central,Technology,Accessories,27.168,4,0.2,-1.3584,4,7.1316,11,November,2015
12/4/2015,12/8/2015,Standard Class,Consumer,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324,4,4.7528,12,December,2015
6/8/2014,6/14/2014,Standard Class,Consumer,Washington,98115,West,Furniture,Chairs,585.552,3,0.2,73.194,6,170.786,6,June,2014
8/8/2014,8/11/2014,Second Class,Consumer,California,95687,West,Office Supplies,Storage,423.28,11,0,110.0528,3,28.4752,8,August,2014
5/26/2014,5/30/2014,Standard Class,Consumer,California,90008,West,Furniture,Chairs,225.296,2,0.2,22.5296,4,101.3832,5,May,2014
4/17/2015,4/21/2015,Standard Class,Consumer,California,94122,West,Office Supplies,Art,5.56,2,0,2.224,4,1.668,4,April,2015
4/17/2015,4/21/2015,Standard Class,Consumer,California,94122,West,Technology,Accessories,323.37,3,0,129.348,4,64.674,4,April,2015
4/17/2015,4/21/2015,Standard Class,Consumer,California,94122,West,Technology,Phones,783.96,5,0.2,68.5965,4,143.0727,4,April,2015
4/17/2015,4/21/2015,Standard Class,Consumer,California,94122,West,Office Supplies,Appliances,1447.65,5,0,419.8185,4,205.5663,4,April,2015
4/17/2015,4/21/2015,Standard Class,Consumer,California,94122,West,Office Supplies,Paper,11.96,2,0,5.8604,4,3.0498,4,April,2015
6/11/2016,6/13/2016,Second Class,Consumer,New York,10035,East,Technology,Accessories,239.97,3,0,71.991,2,55.993,6,June,2016
3/11/2016,3/15/2016,Standard Class,Home Office,Georgia,31907,South,Furniture,Furnishings,76.92,4,0,31.5372,4,11.3457,3,March,2016
3/11/2016,3/15/2016,Standard Class,Home Office,Georgia,31907,South,Office Supplies,Storage,481.32,4,0,125.1432,4,89.0442,3,March,2016
5/26/2014,5/29/2014,First Class,Home Office,Utah,84107,West,Office Supplies,Paper,48.4,5,0,23.232,3,5.0336,5,May,2014
10/12/2017,10/14/2017,First Class,Home Office,California,94110,West,Technology,Accessories,0.99,1,0,0.4356,2,0.5544,10,October,2017
10/12/2017,10/14/2017,First Class,Home Office,California,94110,West,Office Supplies,Binders,101.84,5,0.2,36.917,2,12.9846,10,October,2017
6/22/2017,6/28/2017,Standard Class,Home Office,Pennsylvania,19140,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,6,5.9696,6,June,2017
6/22/2017,6/28/2017,Standard Class,Home Office,Pennsylvania,19140,East,Office Supplies,Binders,31.155,5,0.7,-23.8855,6,11.0081,6,June,2017
6/22/2017,6/28/2017,Standard Class,Home Office,Pennsylvania,19140,East,Office Supplies,Storage,8.928,2,0.2,0.6696,6,4.1292,6,June,2017
1/15/2017,1/18/2017,First Class,Consumer,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,3,30.5158,1,January,2017
1/15/2017,1/18/2017,First Class,Consumer,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,3,201.4355,1,January,2017
4/2/2015,4/7/2015,Standard Class,Consumer,Texas,75220,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48,5,56.336,4,April,2015
4/2/2015,4/7/2015,Standard Class,Consumer,Texas,75220,Central,Technology,Accessories,50.12,7,0.2,-0.6265,5,7.2495,4,April,2015
4/2/2015,4/7/2015,Standard Class,Consumer,Texas,75220,Central,Technology,Accessories,47.976,3,0.2,1.7991,5,15.3923,4,April,2015
9/3/2016,9/10/2016,Standard Class,Consumer,Wisconsin,53186,Central,Office Supplies,Storage,54.5,5,0,14.17,7,8.066,9,September,2016
12/10/2017,12/12/2017,First Class,Consumer,Florida,33311,South,Furniture,Furnishings,19.104,3,0.2,5.7312,2,4.4576,12,December,2017
11/22/2016,11/26/2016,Standard Class,Consumer,Michigan,48205,Central,Office Supplies,Binders,49.44,3,0,24.2256,4,8.4048,11,November,2016
11/11/2017,11/18/2017,Standard Class,Home Office,Ohio,45503,East,Office Supplies,Paper,10.368,2,0.2,3.6288,7,3.3696,11,November,2017
10/21/2016,10/25/2016,Standard Class,Consumer,California,92037,West,Office Supplies,Storage,154.44,3,0,1.5444,4,50.9652,10,October,2016
12/21/2015,12/25/2015,Standard Class,Corporate,Colorado,80906,West,Office Supplies,Appliances,60.984,7,0.2,4.5738,4,8.0586,12,December,2015
7/17/2015,7/19/2015,Second Class,Consumer,California,93309,West,Furniture,Bookcases,195.466,2,0.15,-13.7976,2,104.6318,7,July,2015
4/30/2017,5/5/2017,Standard Class,Corporate,Florida,33068,South,Furniture,Furnishings,23.68,8,0.2,6.216,5,2.183,4,April,2017
4/30/2017,5/5/2017,Standard Class,Corporate,Florida,33068,South,Technology,Accessories,2.376,3,0.2,0.7425,5,0.5445,4,April,2017
5/6/2017,5/8/2017,First Class,Consumer,New York,10035,East,Office Supplies,Labels,59.2,4,0,29.6,2,7.4,5,May,2017
11/20/2017,11/27/2017,Standard Class,Consumer,Minnesota,55044,Central,Office Supplies,Art,22,10,0,9.68,7,1.232,11,November,2017
11/11/2016,11/16/2016,Standard Class,Consumer,Michigan,48234,Central,Technology,Phones,257.98,2,0,74.8142,5,91.5829,11,November,2016
11/5/2016,11/10/2016,Standard Class,Corporate,Pennsylvania,19134,East,Technology,Phones,23.988,2,0.4,-15.992,5,19.99,11,November,2016
10/9/2016,10/15/2016,Standard Class,Corporate,Ohio,45373,East,Technology,Phones,23.976,4,0.4,-15.5844,6,9.8901,10,October,2016
9/21/2015,9/23/2015,First Class,Home Office,California,90036,West,Furniture,Chairs,601.536,4,0.2,0,2,150.384,9,September,2015
9/21/2015,9/23/2015,First Class,Home Office,California,90036,West,Office Supplies,Fasteners,7.9,2,0,2.528,2,2.686,9,September,2015
12/2/2014,12/6/2014,Standard Class,Corporate,Texas,78415,Central,Furniture,Furnishings,58.36,5,0.6,-24.803,4,16.6326,12,December,2014
12/2/2014,12/6/2014,Standard Class,Corporate,Texas,78415,Central,Office Supplies,Art,16.464,7,0.2,1.4406,4,2.1462,12,December,2014
12/2/2014,12/6/2014,Standard Class,Corporate,Texas,78415,Central,Furniture,Furnishings,39.96,5,0.6,-23.976,4,12.7872,12,December,2014
9/21/2014,9/22/2014,First Class,Corporate,Nebraska,68104,Central,Office Supplies,Appliances,25.96,2,0,7.5284,1,9.2158,9,September,2014
9/21/2014,9/22/2014,First Class,Corporate,Nebraska,68104,Central,Office Supplies,Appliances,36.27,3,0,10.881,1,8.463,9,September,2014
9/21/2014,9/22/2014,First Class,Corporate,Nebraska,68104,Central,Office Supplies,Paper,6.48,1,0,3.1104,1,3.3696,9,September,2014
4/12/2014,4/17/2014,Standard Class,Corporate,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702,5,70.0727,4,April,2014
4/12/2014,4/17/2014,Standard Class,Corporate,California,90278,West,Technology,Phones,438.368,4,0.2,38.3572,5,100.0027,4,April,2014
4/12/2014,4/17/2014,Standard Class,Corporate,California,90278,West,Office Supplies,Binders,18.088,7,0.2,6.5569,5,1.6473,4,April,2014
4/12/2014,4/17/2014,Standard Class,Corporate,California,90278,West,Furniture,Bookcases,308.499,3,0.15,-18.147,5,108.882,4,April,2014
10/20/2017,10/27/2017,Standard Class,Consumer,Arkansas,72209,South,Office Supplies,Art,13.36,4,0,4.1416,7,2.3046,10,October,2017
10/20/2017,10/27/2017,Standard Class,Consumer,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0,18.7812,7,10.5894,10,October,2017
10/20/2017,10/27/2017,Standard Class,Consumer,Arkansas,72209,South,Office Supplies,Binders,145.85,5,0,70.008,7,15.1684,10,October,2017
10/25/2016,10/28/2016,First Class,Corporate,Florida,33180,South,Technology,Phones,783.96,5,0.2,78.396,3,141.1128,10,October,2016
11/1/2015,11/4/2015,First Class,Consumer,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773,3,6.107,11,November,2015
11/3/2017,11/8/2017,Standard Class,Consumer,New Mexico,88001,West,Furniture,Furnishings,41.37,3,0,17.3754,5,7.9982,11,November,2017
5/12/2015,5/16/2015,Standard Class,Consumer,California,94122,West,Office Supplies,Paper,12.84,3,0,5.778,4,2.354,5,May,2015
5/12/2015,5/16/2015,Standard Class,Consumer,California,94122,West,Office Supplies,Paper,25.68,6,0,11.556,4,2.354,5,May,2015
9/7/2015,9/11/2015,Standard Class,Consumer,Texas,79907,Central,Furniture,Chairs,47.516,2,0.3,-2.0364,4,24.7762,9,September,2015
7/25/2015,7/27/2015,Second Class,Consumer,Washington,98115,West,Office Supplies,Fasteners,9.42,2,0,0.471,2,4.4745,7,July,2015
7/25/2015,7/27/2015,Second Class,Consumer,Washington,98115,West,Office Supplies,Paper,12.96,2,0,6.2208,2,3.3696,7,July,2015
7/25/2015,7/27/2015,Second Class,Consumer,Washington,98115,West,Furniture,Bookcases,704.9,5,0,56.392,2,129.7016,7,July,2015
7/25/2015,7/27/2015,Second Class,Consumer,Washington,98115,West,Furniture,Chairs,561.568,2,0.2,28.0784,2,266.7448,7,July,2015
11/16/2015,11/18/2015,Second Class,Home Office,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0,84.5154,2,10.5894,11,November,2015
11/16/2015,11/18/2015,Second Class,Home Office,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0,76.0878,2,18.2487,11,November,2015
11/16/2015,11/18/2015,Second Class,Home Office,Wisconsin,53209,Central,Furniture,Tables,214.11,3,0,36.3987,2,59.2371,11,November,2015
11/16/2015,11/18/2015,Second Class,Home Office,Wisconsin,53209,Central,Technology,Accessories,999.96,4,0,229.9908,2,192.4923,11,November,2015
11/16/2015,11/18/2015,Second Class,Home Office,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0,111.1035,2,180.8155,11,November,2015
9/1/2015,9/8/2015,Standard Class,Home Office,Massachusetts,2038,East,Office Supplies,Binders,114.6,5,0,51.57,7,12.606,9,September,2015
9/1/2015,9/8/2015,Standard Class,Home Office,Massachusetts,2038,East,Furniture,Chairs,60.74,1,0,15.185,7,45.555,9,September,2015
9/1/2015,9/8/2015,Standard Class,Home Office,Massachusetts,2038,East,Furniture,Furnishings,124.36,2,0,27.3592,7,48.5004,9,September,2015
9/1/2015,9/8/2015,Standard Class,Home Office,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0,315.7404,7,128.8366,9,September,2015
5/5/2016,5/8/2016,First Class,Consumer,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352,3,0.8736,5,May,2016
5/5/2016,5/8/2016,First Class,Consumer,California,92024,West,Furniture,Tables,298.776,3,0.2,7.4694,3,97.1022,5,May,2016
12/31/2016,1/5/2017,Standard Class,Consumer,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782,5,93.2326,12,December,2016
9/18/2017,9/20/2017,First Class,Consumer,Texas,76017,Central,Office Supplies,Art,8.928,2,0.2,0.558,2,4.185,9,September,2017
9/18/2017,9/20/2017,First Class,Consumer,Texas,76017,Central,Office Supplies,Storage,47.584,2,0.2,-2.974,2,25.279,9,September,2017
9/25/2014,9/30/2014,Standard Class,Home Office,Texas,77041,Central,Office Supplies,Paper,33.792,8,0.2,10.56,5,2.904,9,September,2014
9/25/2014,9/30/2014,Standard Class,Home Office,Texas,77041,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312,5,198.882,9,September,2014
9/25/2014,9/30/2014,Standard Class,Home Office,Texas,77041,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584,5,3.5412,9,September,2014
9/25/2014,9/30/2014,Standard Class,Home Office,Texas,77041,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016,5,1.0812,9,September,2014
4/23/2016,4/26/2016,First Class,Consumer,Ohio,43130,East,Office Supplies,Paper,108.336,6,0.2,37.9176,3,11.7364,4,April,2016
4/23/2016,4/26/2016,First Class,Consumer,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.2,6.291,3,9.9258,4,April,2016
4/23/2016,4/26/2016,First Class,Consumer,Ohio,43130,East,Office Supplies,Paper,78.304,2,0.2,29.364,3,24.47,4,April,2016
11/1/2014,11/5/2014,Standard Class,Consumer,Oregon,97206,West,Office Supplies,Storage,443.92,5,0.2,-94.333,4,107.6506,11,November,2014
11/1/2014,11/5/2014,Standard Class,Consumer,Oregon,97206,West,Technology,Phones,155.976,3,0.2,54.5916,4,33.7948,11,November,2014
1/26/2017,1/31/2017,Second Class,Corporate,Alabama,35244,South,Office Supplies,Art,15.47,7,0,4.1769,5,1.6133,1,January,2017
1/26/2017,1/31/2017,Second Class,Corporate,Alabama,35244,South,Office Supplies,Binders,7.16,2,0,3.4368,5,1.8616,1,January,2017
11/11/2017,11/16/2017,Standard Class,Consumer,California,90036,West,Office Supplies,Appliances,10.89,1,0,2.8314,5,8.0586,11,November,2017
11/11/2017,11/16/2017,Standard Class,Consumer,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312,5,3.3696,11,November,2017
11/11/2017,11/16/2017,Standard Class,Consumer,California,90036,West,Office Supplies,Binders,121.6,5,0.2,39.52,5,16.416,11,November,2017
6/9/2016,6/12/2016,First Class,Consumer,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828,3,361.764,6,June,2016
9/3/2015,9/8/2015,Second Class,Corporate,New York,10009,East,Office Supplies,Storage,120.33,1,0,31.2858,5,89.0442,9,September,2015
3/14/2014,3/19/2014,Standard Class,Home Office,Virginia,23320,South,Furniture,Chairs,1139.92,4,0,284.98,5,213.735,3,March,2014
8/31/2017,9/4/2017,Second Class,Consumer,North Carolina,28314,South,Office Supplies,Paper,229.544,7,0.2,83.2097,4,20.9049,8,August,2017
3/23/2017,3/27/2017,Standard Class,Consumer,Texas,77340,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388,4,88.0334,3,March,2017
5/18/2017,5/22/2017,Standard Class,Consumer,Pennsylvania,19140,East,Technology,Accessories,36.048,3,0.2,-0.9012,4,12.3164,5,May,2017
12/27/2016,12/31/2016,Standard Class,Corporate,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784,4,107.1958,12,December,2016
11/17/2017,11/20/2017,First Class,Consumer,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0,14.2632,3,12.2256,11,November,2017
9/10/2017,9/15/2017,Standard Class,Home Office,Illinois,60653,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891,5,635.495,9,September,2017
4/8/2017,4/15/2017,Standard Class,Corporate,Georgia,30076,South,Furniture,Furnishings,56.28,6,0,15.7584,7,6.7536,4,April,2017
4/8/2017,4/15/2017,Standard Class,Corporate,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0,1264.7559,7,475.4047,4,April,2017
11/28/2016,12/3/2016,Standard Class,Corporate,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994,5,2.1889,11,November,2016
6/2/2016,6/5/2016,First Class,Corporate,Pennsylvania,19120,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,3,77.7408,6,June,2016
12/17/2017,12/22/2017,Standard Class,Home Office,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0,13.2352,5,3.7312,12,December,2017
3/19/2016,3/21/2016,Second Class,Consumer,New York,11572,East,Furniture,Furnishings,14.98,1,0,6.8908,2,8.0892,3,March,2016
3/19/2016,3/21/2016,Second Class,Consumer,New York,11572,East,Furniture,Furnishings,20.32,4,0,6.9088,2,3.3528,3,March,2016
8/20/2017,8/20/2017,Same Day,Corporate,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0,10.4754,0,9.9382,8,August,2017
7/25/2017,7/31/2017,Standard Class,Consumer,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0,9.5081,6,1.5317,7,July,2017
8/26/2016,8/29/2016,First Class,Corporate,California,92037,West,Furniture,Chairs,1603.136,4,0.2,100.196,3,375.735,8,August,2016
8/15/2016,8/17/2016,Second Class,Consumer,North Carolina,28314,South,Furniture,Chairs,225.296,2,0.2,22.5296,2,101.3832,8,August,2016
5/19/2017,5/23/2017,Standard Class,Consumer,Georgia,30318,South,Technology,Accessories,67.8,4,0,4.068,4,15.933,5,May,2017
5/19/2017,5/23/2017,Standard Class,Consumer,Georgia,30318,South,Technology,Phones,377.97,3,0,98.2722,4,93.2326,5,May,2017
5/19/2017,5/23/2017,Standard Class,Consumer,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0,374.6286,4,139.3546,5,May,2017
5/19/2017,5/23/2017,Standard Class,Consumer,Georgia,30318,South,Office Supplies,Paper,286.93,7,0,140.5957,4,20.9049,5,May,2017
8/12/2017,8/17/2017,Standard Class,Consumer,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5,3.3696,8,August,2017
8/13/2017,8/13/2017,Same Day,Consumer,California,94122,West,Office Supplies,Storage,31.44,3,0,8.4888,0,7.6504,8,August,2017
8/13/2017,8/13/2017,Same Day,Consumer,California,94122,West,Office Supplies,Appliances,83.79,7,0,22.6233,0,8.7381,8,August,2017
8/13/2017,8/13/2017,Same Day,Consumer,California,94122,West,Office Supplies,Art,59.52,3,0,15.4752,0,14.6816,8,August,2017
8/13/2017,8/13/2017,Same Day,Consumer,California,94122,West,Office Supplies,Supplies,31.92,4,0,9.2568,0,5.6658,8,August,2017
11/10/2016,11/12/2016,Second Class,Consumer,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.2,-3.312,2,3.6064,11,November,2016
